POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
510031272,10,45,24,12,50,54,35,108,3,335,11,21,20,14,39,63,18,135,59,374,474,776,574,441,1046,1338,663,2256,110,7675
510031273,7,6,3,9,12,7,3,25,0,68,32,19,12,13,23,44,32,121,26,322,686,313,214,173,494,895,608,2918,123,6426
511011274,9,29,30,23,49,76,31,35,0,291,12,32,14,14,30,32,15,41,44,225,297,702,573,379,798,1016,348,866,109,5078
511011275,3,12,6,3,0,7,4,13,0,39,11,13,4,5,7,5,4,19,22,85,177,244,174,131,177,316,181,1245,69,2712
511021276,0,12,7,0,9,20,4,12,0,62,0,15,10,0,18,12,5,15,17,85,103,203,203,148,428,403,116,460,61,2122
511021277,6,4,7,7,18,18,7,17,0,71,6,13,12,3,9,23,5,18,30,125,122,280,259,184,394,529,195,552,76,2587
511031278,5,14,7,7,13,21,17,54,4,129,4,10,11,7,9,12,11,22,18,106,82,155,149,83,212,350,159,656,36,1886
511031279,18,40,35,20,72,109,48,190,4,531,20,33,35,23,51,100,27,104,79,475,441,1007,872,575,1546,1792,745,2786,199,9959
511031280,3,8,10,0,7,6,4,17,0,57,0,5,4,0,0,6,4,11,9,41,60,107,137,78,195,281,90,243,20,1213
511031281,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,10,3,3,23,28,10,27,6,99
511031282,0,0,0,0,3,0,0,17,0,25,13,12,6,5,18,9,5,32,42,144,348,244,199,95,290,435,569,2671,130,4975
511031283,0,4,3,6,7,6,5,41,0,73,11,16,7,7,11,15,3,45,54,160,816,290,257,91,377,401,667,4552,188,7641
511031284,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,10,24,67,35,23,13,26,98,89,507,25,878
511041285,19,68,59,45,123,164,39,102,11,616,17,56,47,27,65,81,37,60,79,458,589,1834,1489,1119,2426,2255,815,1672,178,12372
511041286,5,7,12,5,5,18,3,37,0,97,4,9,7,6,10,17,3,32,17,107,118,226,193,144,299,549,211,640,45,2414
511041287,0,6,4,4,0,8,0,5,0,28,0,8,3,3,0,3,0,0,3,22,37,135,110,88,82,99,37,92,7,683
511041288,0,10,4,6,3,4,3,4,0,41,0,4,4,4,3,0,0,6,0,24,29,202,163,93,109,113,39,104,10,863
511041289,3,5,3,0,10,6,0,0,0,32,3,11,0,3,5,10,0,11,10,53,55,210,140,78,131,173,58,178,35,1062
511041290,0,5,4,0,4,0,0,16,0,32,4,19,4,6,10,9,4,30,44,140,500,184,153,70,258,256,315,2957,138,4835
511041291,0,3,4,3,3,6,7,6,0,35,4,5,0,4,10,5,4,23,17,66,155,181,167,112,171,314,170,976,44,2298
511041292,0,5,4,0,9,8,0,10,0,40,10,12,10,3,7,5,3,16,16,80,101,308,232,163,207,355,134,552,41,2089
597979799,0,0,0,0,0,0,0,6,0,3,26,4,4,0,3,6,5,110,8,167,235,39,21,17,40,63,31,905,27,1386
599999499,146,629,380,219,293,353,98,352,33,2503,254,515,290,196,330,456,117,433,505,3109,4409,11147,7411,4605,6534,10124,3133,11844,1359,60566
601011001,0,27,7,4,19,21,6,13,0,100,4,4,9,0,24,10,4,17,19,92,89,351,276,163,529,439,126,288,51,2317
601011002,0,14,8,9,14,13,8,11,3,72,0,0,7,0,10,8,5,0,5,35,37,164,137,94,207,185,49,134,20,1021
601011003,0,3,3,4,3,9,0,0,0,22,0,0,0,0,0,0,0,3,3,11,14,67,75,34,56,74,17,36,6,381
601021004,5,41,41,19,40,19,9,4,0,173,4,3,7,6,12,11,0,5,30,85,219,1044,788,464,1073,676,185,278,64,4779
601021005,3,24,19,14,35,26,11,21,0,152,7,14,18,4,34,32,4,13,22,158,225,683,578,386,1349,1173,350,533,77,5349
601021006,0,0,3,0,0,4,0,3,0,10,0,0,3,0,0,0,0,0,0,3,9,41,44,24,45,59,17,26,3,257
601021007,0,5,11,6,12,10,0,0,0,48,4,3,4,0,5,4,0,0,6,22,45,293,243,125,207,167,49,92,23,1245
601021008,0,19,16,7,4,4,4,4,0,64,3,6,5,0,4,5,0,4,7,42,91,297,276,203,316,211,68,128,21,1617
601021009,9,27,18,7,43,35,4,14,0,163,0,3,7,5,16,20,4,9,20,103,116,321,397,240,748,536,136,234,45,2782
601021010,0,5,5,4,4,0,0,3,0,27,0,0,0,0,4,3,0,3,4,11,80,73,92,71,218,138,64,126,14,882
601021011,0,9,4,3,9,8,0,0,0,35,0,0,0,0,7,10,4,0,7,28,41,150,185,105,248,230,55,101,14,1128
601021012,0,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,15,97,43,37,71,102,27,47,4,446
601031013,0,0,0,0,3,0,5,6,0,21,0,5,0,0,7,3,0,3,0,24,21,104,72,57,145,139,59,89,10,685
601031014,0,4,6,0,5,9,0,3,0,21,0,6,6,0,0,4,0,0,13,35,40,144,152,86,173,123,30,54,22,827
601031015,0,7,12,0,3,0,4,6,0,37,0,4,4,3,9,5,0,3,16,45,72,289,303,146,373,212,162,137,36,1738
601031016,7,19,35,26,52,52,21,21,5,240,0,17,18,5,41,52,13,16,38,202,223,502,550,393,1358,1614,571,587,95,5893
601031017,10,50,41,25,72,38,12,23,0,276,10,23,20,18,46,30,10,9,43,206,232,875,866,575,1408,926,237,446,108,5673
601031018,0,3,0,4,4,9,0,6,0,21,0,8,3,3,7,3,0,6,11,40,46,142,141,84,188,170,59,92,21,937
601031019,7,38,39,20,86,99,16,34,5,350,9,20,28,11,44,36,20,22,40,232,202,780,822,538,1484,1258,366,566,111,6124
601031020,0,13,10,0,15,11,4,5,0,57,0,7,4,3,5,9,4,7,18,62,109,339,287,243,378,334,145,221,34,2100
601031021,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,43,59,27,29,39,12,12,0,235
601041022,3,33,40,15,46,61,7,38,3,248,7,24,16,7,19,19,3,17,31,141,207,1133,826,475,1116,1001,262,478,71,5572
601041023,0,16,11,8,3,7,0,3,0,55,0,4,10,3,6,5,4,3,6,41,52,336,248,157,210,213,58,107,20,1392
601041024,0,21,15,7,7,12,0,6,4,67,5,10,7,4,7,9,6,9,11,61,67,346,252,150,313,286,83,217,34,1746
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
601041026,0,8,3,0,0,0,0,4,0,18,0,3,0,6,0,0,0,5,3,18,27,159,116,78,134,102,33,68,9,731
601051027,44,174,217,150,385,274,90,104,7,1448,27,91,86,45,142,106,25,44,237,809,2017,5109,5625,4304,11508,7242,2248,3535,515,42097
601051028,0,14,12,5,5,8,0,0,0,46,0,3,8,4,11,6,0,0,13,48,124,305,401,311,581,390,116,174,46,2454
601051029,0,7,0,3,5,0,0,0,0,13,0,5,0,0,0,3,0,5,4,12,34,182,137,80,217,135,45,83,7,930
601051030,14,54,48,26,86,46,9,25,4,316,3,8,10,6,25,11,0,10,19,90,193,727,650,461,976,527,149,246,63,3996
601051031,0,36,33,20,29,25,8,19,4,170,6,17,21,0,13,13,0,10,45,118,200,1181,836,548,1135,808,259,456,97,5523
601051032,0,14,3,5,3,3,4,5,0,45,4,3,5,0,6,3,0,0,11,39,90,358,327,277,320,257,73,141,22,1861
601051033,0,3,10,3,15,0,5,4,3,43,0,0,0,0,5,3,0,0,3,10,29,182,163,97,135,105,39,83,11,843
601061034,4,12,10,5,11,8,0,3,0,40,0,5,4,4,0,4,0,5,9,30,48,220,164,91,184,170,33,84,20,1011
601061035,0,18,12,8,23,17,7,4,0,91,4,21,10,7,14,12,0,6,13,88,134,610,470,286,579,452,131,236,56,2964
602011036,10,24,19,18,71,74,12,31,0,265,3,23,16,11,36,28,6,13,26,160,141,486,414,293,978,834,264,383,51,3849
602011037,3,20,22,15,34,26,16,15,3,157,5,19,8,8,18,21,4,5,29,118,133,675,497,338,764,592,175,283,56,3511
602011038,21,81,115,67,177,144,29,56,7,697,13,42,27,32,50,50,8,28,103,355,901,2751,2643,1884,4139,3088,891,1510,242,18051
602011039,5,15,5,0,11,14,5,8,0,60,0,4,0,0,7,4,0,0,6,21,47,195,163,100,197,157,59,116,14,1049
602011040,0,16,11,11,21,16,0,0,0,80,0,0,11,0,6,9,0,6,9,40,71,363,247,140,401,270,120,166,31,1809
602011041,0,11,6,0,11,7,4,4,0,47,3,17,5,10,18,11,5,4,20,75,102,331,342,209,731,501,161,250,44,2670
602011042,3,15,12,5,3,6,0,3,0,40,3,10,4,0,7,4,3,3,7,43,67,317,317,223,373,267,99,201,13,1882
602011043,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,9,0,0,9,28,35,130,152,83,127,91,33,57,8,722
602011044,0,3,11,8,8,7,3,0,0,47,3,6,6,5,3,11,4,3,3,44,33,217,210,121,309,233,80,123,17,1328
602011045,0,0,5,0,0,0,3,0,0,10,0,0,0,0,0,5,0,0,3,12,15,71,80,21,64,54,15,38,7,362
602011046,5,9,15,4,5,5,6,4,0,58,0,4,5,0,4,0,0,0,8,22,66,249,208,129,216,184,72,126,15,1267
602011047,3,39,37,19,43,53,5,21,4,228,3,7,0,11,17,15,4,4,6,65,90,408,349,277,538,484,145,220,35,2536
602011048,3,19,11,6,20,14,3,7,0,84,0,7,3,0,11,5,0,4,10,55,56,216,205,119,370,286,83,132,25,1489
602011049,0,0,6,0,0,0,0,4,0,21,0,3,0,4,0,5,0,0,4,14,10,82,70,28,58,59,21,31,11,368
602011050,0,6,12,5,12,10,9,11,0,61,0,0,0,5,7,6,0,0,8,35,48,96,126,114,259,265,107,183,20,1211
602011051,0,7,7,0,0,3,0,0,0,23,0,3,3,0,0,0,0,3,3,15,14,95,70,28,37,61,16,30,4,355
602011052,0,5,7,6,13,26,7,10,0,78,0,4,3,0,10,8,0,13,6,49,29,177,155,94,303,238,65,170,22,1251
602021053,0,7,3,4,0,0,0,0,0,16,0,6,5,3,4,3,0,7,9,39,37,151,150,62,145,116,43,111,25,838
602021054,0,12,6,3,7,12,3,6,0,49,3,14,9,4,3,17,6,12,24,83,105,408,353,222,370,417,112,382,60,2429
602021055,0,7,6,10,11,8,0,7,0,42,0,0,4,0,11,6,0,3,5,40,55,257,162,122,196,177,43,126,13,1148
602021056,0,0,0,0,5,0,0,3,0,15,0,0,0,0,0,7,0,0,0,8,25,76,54,31,91,82,25,75,3,458
602021057,3,11,0,0,3,4,3,4,0,25,3,6,3,4,16,13,0,5,3,57,41,164,123,71,180,288,103,238,15,1224
602031058,0,0,0,3,0,0,0,0,0,15,4,3,5,0,0,8,0,6,3,29,17,116,100,55,69,95,33,111,22,625
602031059,0,9,0,3,9,8,4,6,0,39,10,10,11,6,10,23,13,12,27,122,119,294,306,178,593,578,286,439,58,2858
602031060,3,20,8,4,14,21,0,7,0,76,4,11,5,4,10,5,3,4,13,61,58,235,185,114,347,259,78,173,29,1476
602031061,0,4,0,0,0,0,0,0,0,8,5,5,8,0,3,6,6,5,8,54,68,218,186,116,227,315,96,258,24,1516
602031062,0,8,13,3,16,27,0,4,3,82,3,8,4,4,23,12,0,0,14,71,103,258,289,233,685,529,206,316,43,2670
602031064,3,14,10,4,10,4,3,7,3,54,3,17,12,4,6,7,0,3,12,63,103,445,318,175,320,251,81,194,44,1946
602031099,0,0,0,0,0,4,0,0,0,10,0,0,0,0,3,3,0,0,4,10,27,77,49,54,60,72,25,70,13,444
602031100,4,12,6,10,8,15,6,12,7,81,9,12,9,10,9,9,0,10,16,81,118,428,318,194,404,386,151,503,67,2571
603011065,0,3,0,5,0,9,0,0,0,17,4,0,4,0,6,7,0,6,9,25,30,119,89,63,127,164,38,138,30,793
603011066,0,0,5,0,0,0,0,3,0,11,0,5,5,3,5,6,0,0,7,31,20,79,60,37,103,116,32,61,20,526
603011067,0,10,8,0,0,0,0,5,0,29,4,12,0,0,6,5,3,8,19,50,48,197,174,110,181,211,55,218,47,1253
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,3,0,13
603021069,0,5,3,3,0,5,0,0,0,11,3,3,0,0,0,8,0,6,10,35,54,199,172,90,96,110,39,82,20,850
603021070,0,17,13,0,0,4,0,6,0,37,4,9,9,0,3,3,0,4,5,37,36,258,201,101,120,177,42,125,22,1082
603021071,0,5,7,0,0,0,0,3,0,19,3,11,0,3,3,4,0,8,14,47,89,199,170,104,207,237,63,257,42,1367
603021072,0,20,12,6,22,19,9,13,0,104,4,14,12,6,13,12,7,5,23,95,108,510,442,299,545,514,122,250,53,2840
603031073,0,6,0,0,0,5,0,0,0,11,4,8,0,3,4,4,0,3,8,33,59,201,120,74,115,130,16,82,18,826
603031074,4,4,6,0,7,0,0,9,0,37,3,13,7,6,9,7,3,5,12,66,115,320,286,211,323,284,82,206,34,1870
604011075,0,3,0,0,4,0,0,3,0,11,0,0,0,0,3,0,0,0,4,11,24,105,91,55,103,50,17,39,11,494
604011076,0,8,0,6,4,0,0,5,0,26,0,5,0,0,12,0,0,4,7,30,53,125,110,84,119,157,56,217,28,947
604011077,3,48,44,17,76,75,20,33,3,317,7,24,17,9,29,40,9,19,37,188,292,1008,808,504,1368,1170,370,708,96,6330
604011078,6,14,16,4,33,43,5,14,0,145,0,6,12,6,14,19,8,10,13,76,209,425,441,428,702,679,206,384,42,3510
604011079,6,16,11,5,21,16,0,3,0,78,0,8,8,0,4,4,0,3,5,37,44,229,161,84,175,174,46,102,12,1014
604011080,0,5,6,0,0,3,5,0,0,17,0,3,0,0,3,8,0,0,5,24,45,71,77,48,196,216,42,66,12,769
604011081,4,5,4,3,0,9,4,3,0,30,0,3,3,0,11,3,0,0,0,26,36,161,124,80,222,164,65,115,15,986
604011082,10,42,12,24,49,42,9,10,8,207,8,12,7,8,18,21,6,12,26,113,183,683,506,364,762,840,267,322,70,3999
604011083,0,6,3,0,6,0,0,0,0,24,0,3,0,0,0,0,0,0,0,15,23,126,123,75,98,85,14,64,15,628
604011084,3,20,16,4,17,16,0,5,0,84,0,14,0,0,3,11,0,3,13,49,98,351,284,150,381,340,120,212,36,1966
604021085,15,55,48,32,84,67,14,26,7,350,8,28,19,13,30,28,12,18,47,195,377,1412,1146,718,1760,1224,392,577,126,7729
604021086,6,22,14,15,32,20,4,13,0,122,5,8,7,3,9,8,3,6,8,49,123,224,226,152,323,262,76,261,40,1676
604021087,0,12,7,9,14,16,3,10,0,66,7,7,4,6,4,7,0,0,15,57,134,405,427,335,522,517,143,232,49,2758
604021088,4,4,0,0,9,12,4,0,3,37,0,7,0,4,5,3,0,3,10,37,50,191,181,108,318,201,66,123,41,1290
604021089,0,8,13,6,10,13,3,8,0,68,0,9,4,3,7,15,0,9,11,55,71,258,226,122,284,262,58,207,34,1524
604021090,5,7,15,7,18,17,0,6,0,77,5,8,7,0,11,8,9,3,11,70,110,200,138,101,411,512,193,267,29,1969
604021091,3,9,10,0,13,9,4,8,0,48,3,9,0,9,6,3,0,4,10,44,89,231,191,127,237,303,110,251,33,1571
604021092,4,3,0,5,0,0,0,0,0,15,3,7,8,4,3,0,0,4,3,30,42,120,113,81,132,119,46,85,20,751
604031093,0,3,0,4,5,6,0,6,0,24,0,7,3,4,0,10,0,0,6,35,36,104,89,67,104,174,49,131,22,783
604031094,0,0,3,0,0,0,4,0,0,9,0,9,3,5,0,4,0,4,7,40,61,188,138,70,145,182,94,357,31,1277
604031095,7,19,22,15,25,16,9,17,0,130,9,6,4,0,20,6,0,9,16,74,121,316,276,210,503,394,161,240,42,2256
604031096,0,0,0,3,0,0,0,7,0,11,0,3,3,5,5,3,0,13,9,36,59,121,99,58,111,164,109,388,27,1141
604031097,0,4,7,8,7,15,7,14,0,65,3,9,5,3,6,6,0,11,12,49,140,273,197,122,232,289,151,686,50,2137
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,88,3,29,5,141
699999499,14,95,44,39,58,54,15,36,7,360,50,101,48,34,44,53,16,27,102,477,768,2316,1587,1053,1652,2315,518,1263,295,11753
701011001,5,0,4,0,3,4,0,0,0,13,0,0,3,5,3,11,3,4,12,46,93,118,131,144,436,479,175,230,37,1841
701011002,16,45,45,31,172,110,33,56,10,517,14,30,36,16,94,84,11,59,107,461,731,869,1013,902,4302,2873,830,1693,227,13444
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,7,5,0,10,0,39
701011004,0,0,6,3,7,8,4,0,0,34,3,3,4,9,9,5,0,5,14,53,56,208,233,179,522,328,83,174,32,1802
701011005,0,0,3,0,3,4,0,0,0,22,0,6,0,0,6,9,0,6,13,44,64,101,107,70,270,394,126,418,32,1579
701011006,0,0,0,0,5,0,0,0,0,3,3,3,0,0,3,5,0,0,8,33,59,116,87,61,214,279,102,139,25,1073
701011007,0,5,17,5,15,21,3,6,7,78,0,6,5,3,9,13,0,7,16,57,49,138,147,100,353,298,84,164,27,1359
701011008,5,7,8,11,17,16,5,17,0,78,0,12,0,3,9,12,4,4,0,49,42,146,122,83,265,223,79,169,16,1139
701011009,12,22,32,36,139,146,45,91,0,539,8,26,27,19,100,119,18,62,60,447,228,377,441,407,1800,1760,511,1033,124,6686
701021010,0,5,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,3,4,12,45,41,28,48,43,16,47,8,271
701021011,0,5,0,0,0,7,0,0,0,18,0,0,3,0,0,0,0,0,0,6,5,30,18,10,21,35,5,28,0,162
701021012,12,20,17,20,48,70,27,40,4,262,8,14,28,10,71,88,19,35,51,319,293,304,379,323,1479,1765,530,1049,118,6233
701021013,9,29,38,18,61,29,4,12,0,201,0,9,9,0,26,14,4,12,23,106,238,746,563,364,1344,740,223,368,60,4644
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,15
701021016,7,12,9,11,30,22,10,13,3,110,4,4,3,6,15,13,4,9,14,76,47,163,171,99,318,214,67,117,29,1216
701021017,5,0,0,0,7,22,3,8,0,51,4,0,5,6,35,27,8,28,23,143,101,80,93,108,457,557,246,533,52,2218
701021018,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,0,8,31,31,16,30,32,16,36,5,202
701021019,0,9,5,0,0,3,3,0,0,20,0,7,0,0,4,8,0,0,9,26,19,100,102,51,106,86,35,75,16,601
701021020,0,5,7,3,4,5,0,4,4,37,3,3,3,0,0,8,0,0,5,23,27,128,109,47,116,134,32,70,20,686
701021021,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,9,41,26,25,45,24,9,58,0,232
701021022,0,6,3,3,12,6,6,6,0,40,0,6,3,0,9,5,0,4,8,38,42,154,119,94,238,165,67,129,19,1026
701021023,0,0,8,4,0,11,0,9,0,33,0,0,7,0,8,4,0,0,5,30,22,110,102,49,169,114,29,67,10,679
701021024,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,5,14,32,35,13,52,47,16,38,3,245
701021025,4,3,3,0,3,4,0,0,0,25,0,0,6,4,4,4,0,8,5,37,18,138,87,54,124,136,36,63,14,672
701021026,0,3,0,0,0,0,0,0,0,16,0,3,3,0,0,4,0,0,0,13,21,90,86,34,89,92,32,52,9,504
701021027,0,0,0,0,12,3,0,5,0,25,4,0,10,10,27,29,8,15,50,145,369,296,391,567,1480,1286,245,498,94,5225
701021028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,30,34,19,87,28,9,39,7,259
701021029,0,0,0,0,11,0,0,0,0,17,0,0,0,0,4,0,0,0,5,11,16,36,41,21,59,46,12,43,10,277
701021030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,24,36,22,40,35,9,25,3,195
701031031,4,8,9,3,14,28,9,15,0,85,10,12,11,13,27,31,9,35,41,176,198,208,225,231,953,1510,517,990,94,4923
701031032,5,6,12,10,17,18,6,11,6,86,0,11,9,3,12,23,3,7,15,84,62,195,173,112,242,305,84,263,37,1462
701031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,9,0,26
701031034,0,9,7,3,13,24,4,3,0,60,3,3,11,0,8,8,0,5,11,52,46,301,179,112,224,186,46,134,21,1252
701031035,0,3,4,3,0,7,6,6,0,31,5,5,3,10,12,20,12,38,8,112,108,103,104,67,283,325,152,478,37,1653
701041036,0,3,0,0,3,0,0,6,0,11,0,6,0,0,0,5,0,0,7,16,24,89,79,61,117,64,18,41,17,505
701041037,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,7,10,36,29,27,57,61,23,38,0,288
701041038,0,13,7,6,18,29,11,12,0,98,3,3,3,5,7,18,4,18,9,89,51,174,131,97,285,351,129,293,27,1537
701041039,5,9,0,4,3,0,0,0,0,15,0,4,3,0,4,0,0,0,0,8,16,35,26,22,53,35,13,19,3,215
701041040,0,3,0,0,0,6,0,0,0,9,0,0,6,0,0,0,0,0,4,8,5,35,24,17,44,31,6,18,4,196
701041041,4,25,25,11,51,67,20,39,5,242,4,21,13,10,30,28,12,23,23,159,198,552,491,298,1174,819,239,437,56,4264
701041042,0,8,0,0,0,5,0,0,0,18,0,3,3,0,0,8,0,3,6,25,20,128,61,54,128,110,27,101,6,639
701041043,0,3,4,0,7,3,0,0,0,29,0,5,4,0,0,3,0,6,9,24,20,67,73,44,104,84,24,76,15,511
701041044,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,4,17,7,45,32,26,42,47,24,50,8,273
702011045,24,42,35,29,164,137,34,70,9,553,14,26,27,25,61,60,13,40,61,320,399,673,565,502,2331,1677,548,1234,143,8078
702011046,0,3,0,0,3,5,0,0,0,16,0,0,3,0,0,6,0,0,7,21,46,92,64,59,222,135,64,119,13,811
702011047,0,0,0,0,6,5,0,4,0,10,0,3,0,0,7,0,0,4,10,32,44,80,90,64,205,140,38,75,18,746
702011048,0,0,0,0,0,0,0,0,0,10,0,3,0,0,4,0,0,0,5,13,10,62,47,34,92,50,9,56,6,366
702011049,3,4,4,0,16,5,0,7,4,32,0,4,0,10,12,10,0,6,24,75,131,169,171,186,745,617,135,230,44,2432
702011050,0,0,0,0,4,6,0,0,0,15,0,0,3,0,0,6,4,0,5,29,52,55,68,60,247,319,82,179,27,1088
702011051,0,7,7,0,0,12,0,8,0,24,0,6,4,0,0,4,5,3,0,35,35,79,75,75,218,145,52,138,12,816
702011052,0,4,0,5,0,0,0,0,0,12,3,0,3,4,4,11,5,0,9,46,65,103,93,65,276,455,131,252,31,1473
702011053,0,0,5,3,6,0,0,8,0,19,0,0,3,0,0,3,0,4,25,39,215,81,102,74,152,112,61,692,49,1543
702011054,0,0,0,0,3,0,0,0,0,8,3,3,0,0,0,0,0,0,9,17,39,30,35,31,70,61,32,71,18,384
702021055,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,0,3,11,26,43,59,57,43,76,86,38,381,24,800
702021056,0,3,6,0,17,3,0,6,5,34,0,3,0,4,3,3,0,0,11,28,67,80,67,58,367,242,71,239,38,1243
702031057,3,6,3,10,4,9,0,0,0,35,0,5,8,3,7,12,8,13,19,80,90,140,133,93,255,280,101,455,68,1622
702031058,0,5,0,0,0,7,0,0,0,15,5,4,0,0,0,3,0,0,17,33,25,59,53,34,79,74,23,160,24,533
702031059,0,5,0,4,27,8,0,0,0,50,6,0,0,0,0,5,0,4,11,27,32,31,7,20,102,90,14,82,18,393
702031060,0,4,0,0,4,3,0,0,0,24,7,0,6,0,0,0,0,0,16,29,29,96,50,23,132,69,25,89,31,539
702031061,0,0,9,0,5,0,0,3,0,20,18,3,0,0,4,0,0,0,30,55,106,74,104,76,261,154,34,129,50,995
702041062,0,5,3,4,9,0,0,6,0,32,7,3,9,0,9,7,3,11,21,65,213,67,86,45,173,221,49,763,45,1667
702041063,0,5,4,4,17,5,6,11,4,49,9,6,3,6,6,7,0,0,67,104,73,141,147,88,352,318,138,234,93,1585
702041064,0,7,5,0,8,11,6,8,0,41,8,0,4,0,5,19,0,8,12,52,74,120,87,79,291,290,129,241,22,1341
702051065,0,0,0,0,5,0,0,4,0,13,0,3,0,0,0,0,0,3,7,26,19,69,70,48,122,84,28,190,22,661
702051066,0,10,0,4,5,4,0,10,0,38,7,7,0,0,0,0,0,3,32,51,175,77,60,59,159,165,72,545,56,1369
702051067,7,15,12,7,59,39,11,37,0,182,0,22,3,8,42,29,9,22,58,188,225,310,315,235,1286,989,342,940,117,4760
702051068,0,3,0,3,11,0,0,4,0,16,0,0,0,0,3,0,0,0,10,19,19,67,47,32,133,85,27,301,22,731
797979799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,14,22,0,0,0,0,8,3,90,0,131
799999499,21,23,8,9,16,20,5,23,10,132,45,24,22,4,26,30,10,39,35,222,628,554,338,224,437,607,186,770,110,3854
801011001,0,4,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,18,86,42,27,46,59,35,34,3,357
801011002,9,36,46,24,111,86,31,50,4,408,8,34,25,17,49,29,10,12,80,269,665,2089,1624,997,3889,2843,740,1037,165,14045
801011003,11,18,24,11,21,25,4,3,0,110,6,11,17,5,35,28,6,11,39,157,432,961,847,647,2252,1496,385,684,85,7797
801011004,0,8,11,3,0,6,0,7,0,33,0,3,0,0,0,0,0,0,7,18,30,208,121,79,127,83,34,51,17,745
801011005,0,7,0,0,0,3,0,3,0,18,0,3,0,0,0,0,0,5,0,13,9,75,26,27,28,31,11,27,0,236
801011006,0,3,8,3,4,0,0,4,0,32,0,0,0,0,0,0,0,0,0,5,3,44,48,23,44,47,9,33,5,261
801011007,0,7,5,5,6,3,0,6,0,26,0,0,0,0,4,6,0,0,3,13,22,111,88,39,64,75,31,67,4,503
801011008,0,7,0,0,9,3,0,5,0,28,0,0,0,0,0,3,0,0,3,16,27,152,87,53,105,103,39,68,11,640
801011009,0,8,0,0,4,4,0,0,0,13,3,0,0,0,0,0,0,0,3,7,13,50,39,17,50,43,12,39,3,265
801011010,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,11,12,49,29,14,36,31,10,27,5,220
801011011,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,9,29,41,16,24,34,15,26,0,203
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,7,6,4,0,6,0,0,0,23,0,0,0,0,3,0,0,0,3,10,35,169,134,55,96,104,40,51,7,681
801011014,0,5,5,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,6,13,30,43,25,44,36,11,22,4,232
801011015,0,11,10,4,8,5,0,4,0,54,0,0,0,0,0,0,0,0,16,29,57,323,239,136,255,174,60,104,30,1379
